,price,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage
11558,12490,bus,2010,manuell,140,sharan,150000,12,diesel,volkswagen,nein
11559,34900,limousine,2016,automatik,190,a4,5000,3,benzin,audi,nein
11560,10750,limousine,2009,manuell,241,astra,150000,8,benzin,opel,nein
11561,24990,coupe,2014,manuell,265,megane,20000,2,benzin,renault,nein
11562,32990,suv,2009,automatik,500,cayenne,100000,11,benzin,porsche,nein
11563,15750,kombi,2012,manuell,143,a4,150000,12,diesel,audi,nein
11564,29999,limousine,2010,automatik,387,e_klasse,100000,10,benzin,mercedes_benz,nein
11565,26750,limousine,2015,manuell,136,3er,10000,5,benzin,bmw,nein
11566,16450,kombi,2011,manuell,140,superb,125000,2,diesel,skoda,nein
11567,10600,suv,2007,automatik,125,sorento,150000,10,diesel,kia,nein
11568,15920,suv,2011,automatik,184,captiva,70000,12,diesel,chevrolet,nein
11569,13490,coupe,2013,manuell,122,scirocco,60000,4,benzin,volkswagen,nein
11570,10999,kombi,2008,manuell,116,a4,150000,2,diesel,audi,nein
11571,14750,suv,2006,automatik,261,x_reihe,150000,4,diesel,bmw,nein
11572,28300,cabrio,2013,manuell,184,slk,20000,5,benzin,mercedes_benz,nein
11573,13999,kombi,2009,automatik,190,e_klasse,150000,1,diesel,mercedes_benz,nein
11574,18500,suv,2011,manuell,150,x_reihe,30000,1,benzin,bmw,nein
11575,14280,suv,2013,manuell,135,i_reihe,50000,12,benzin,hyundai,nein
11576,33000,kombi,2011,automatik,258,5er,90000,11,diesel,bmw,nein
11577,32990,coupe,2012,automatik,286,3er,100000,6,diesel,bmw,nein
11578,10500,limousine,2010,manuell,105,golf,90000,7,diesel,volkswagen,nein
11579,26500,limousine,2010,automatik,245,5er,100000,5,diesel,bmw,nein
11580,174000,cabrio,1987,manuell,300,911,150000,9,benzin,porsche,nein
11581,21990,cabrio,2006,automatik,258,6er,100000,7,benzin,bmw,nein
11582,16800,limousine,2010,manuell,184,5er,150000,12,diesel,bmw,nein
11583,14800,kombi,2011,automatik,170,a6,150000,2,diesel,audi,nein
11584,12500,limousine,2010,manuell,200,159,60000,9,benzin,alfa_romeo,nein
11585,15499,limousine,2013,automatik,105,leon,30000,5,benzin,seat,nein
11586,10500,suv,2012,manuell,105,duster,60000,7,lpg,dacia,nein
11587,14500,limousine,2009,automatik,232,a8,150000,2,diesel,audi,nein
11588,19400,kombi,2012,automatik,105,a3,70000,9,diesel,audi,nein
11589,16700,kombi,2007,manuell,232,a6,150000,11,diesel,audi,nein
11590,10450,bus,2008,manuell,140,s_max,125000,6,diesel,ford,nein
11591,49900,limousine,1968,manuell,160,andere,5000,3,benzin,jaguar,nein
11592,13000,limousine,1983,automatik,185,s_klasse,150000,6,benzin,mercedes_benz,nein
11593,18500,kombi,2012,automatik,170,superb,90000,4,diesel,skoda,nein
11594,24900,cabrio,2012,automatik,184,3er,80000,4,diesel,bmw,nein
11595,24950,limousine,2013,automatik,179,a3,50000,3,benzin,audi,nein
11596,22399,kombi,2015,manuell,150,golf,20000,3,benzin,volkswagen,nein
11597,23500,bus,2004,automatik,150,viano,150000,4,diesel,mercedes_benz,nein
11598,14000,limousine,2008,manuell,204,c_klasse,70000,6,benzin,mercedes_benz,nein
11599,13000,limousine,2011,manuell,143,a4,150000,3,diesel,audi,nein
11600,10500,limousine,2007,automatik,200,golf,100000,1,benzin,volkswagen,ja
11601,27990,cabrio,2011,automatik,204,slk,30000,12,benzin,mercedes_benz,nein
11602,22300,suv,2008,automatik,224,gl,150000,1,diesel,mercedes_benz,nein
11603,11250,kombi,2008,automatik,143,a4,150000,8,diesel,audi,nein
11604,23990,coupe,2012,manuell,156,a_klasse,50000,12,benzin,mercedes_benz,nein
11605,11800,cabrio,2009,manuell,145,focus,80000,6,benzin,ford,nein
11606,17890,kombi,2014,manuell,125,superb,40000,5,benzin,skoda,nein
11607,14450,cabrio,2008,manuell,170,1er,60000,6,benzin,bmw,nein
11608,10850,limousine,2004,manuell,177,5er,100000,10,diesel,bmw,nein
11609,20950,suv,2013,manuell,140,tiguan,60000,10,diesel,volkswagen,nein
11610,17000,coupe,2012,automatik,211,scirocco,60000,3,benzin,volkswagen,nein
11611,10900,kombi,2009,manuell,140,golf,150000,2,diesel,volkswagen,nein
11612,12690,kombi,2009,automatik,177,5er,150000,1,diesel,bmw,nein
11613,22500,limousine,2010,automatik,204,5er,150000,10,diesel,bmw,nein
11614,20000,limousine,2011,automatik,170,c_klasse,125000,11,diesel,mercedes_benz,nein
11615,17500,limousine,2008,automatik,177,x_reihe,150000,3,diesel,bmw,nein
11616,34900,cabrio,1993,automatik,320,sl,50000,6,benzin,mercedes_benz,nein
11617,14000,bus,2013,manuell,182,c_max,40000,7,benzin,ford,nein
11618,16000,bus,2008,manuell,131,transporter,150000,5,diesel,volkswagen,nein
11619,16950,limousine,2012,automatik,140,golf,125000,1,diesel,volkswagen,nein
11620,15500,coupe,2013,automatik,211,cc,100000,10,benzin,volkswagen,nein
11621,12250,limousine,2012,manuell,105,golf,50000,4,benzin,volkswagen,nein
11622,15100,cabrio,2010,manuell,122,one,80000,10,benzin,mini,nein
11623,10999,kombi,2004,automatik,344,a4,150000,7,benzin,audi,nein
11624,19499,limousine,2010,manuell,300,impreza,70000,4,benzin,subaru,nein
11625,15650,kombi,2008,automatik,170,c_klasse,150000,10,diesel,mercedes_benz,nein
11626,13750,limousine,2011,automatik,143,x_reihe,150000,1,diesel,bmw,nein
11627,18500,kombi,2012,automatik,154,c_klasse,60000,7,benzin,mercedes_benz,nein
11628,12600,bus,2012,manuell,150,andere,40000,3,benzin,ford,nein
11629,18900,limousine,2006,automatik,232,q7,125000,11,diesel,audi,nein
11630,14000,coupe,2008,automatik,224,andere,150000,6,diesel,mercedes_benz,nein
11631,17900,kombi,2010,manuell,160,a3,80000,12,benzin,audi,nein
11632,10200,suv,2007,manuell,156,andere,150000,12,diesel,citroen,nein
11633,17500,andere,2012,automatik,122,golf,30000,4,benzin,volkswagen,nein
11634,27000,suv,2010,automatik,235,x_reihe,100000,6,diesel,bmw,nein
11635,10600,cabrio,2010,manuell,140,astra,50000,12,benzin,opel,nein
11636,17500,kombi,2011,manuell,145,andere,125000,3,diesel,renault,nein
11637,12500,kombi,2008,automatik,152,a4,150000,4,diesel,audi,nein
11638,15900,suv,2004,manuell,177,wrangler,50000,2,benzin,jeep,nein
11639,22499,suv,2011,manuell,110,tiguan,70000,6,diesel,volkswagen,nein
11640,14500,suv,2008,automatik,239,touareg,150000,2,diesel,volkswagen,nein
11641,16990,cabrio,2005,manuell,343,m_reihe,150000,3,benzin,bmw,nein
11642,15950,bus,2009,manuell,131,transporter,150000,3,diesel,volkswagen,nein
11643,16999,suv,2009,manuell,150,tiguan,80000,10,benzin,volkswagen,nein
11644,15350,limousine,2013,manuell,120,andere,40000,11,diesel,suzuki,nein
11645,16800,bus,2012,manuell,140,andere,50000,4,benzin,opel,nein
11646,14900,limousine,2010,automatik,211,golf,100000,4,benzin,volkswagen,nein
11647,24999,coupe,2009,automatik,272,tt,60000,9,benzin,audi,nein
11648,22222,coupe,2010,manuell,190,a5,90000,12,diesel,audi,nein
11649,12249,kombi,2008,manuell,156,c_klasse,125000,11,benzin,mercedes_benz,nein
11650,10900,bus,2008,manuell,140,touran,100000,10,benzin,volkswagen,nein
11651,11000,cabrio,2003,manuell,192,z_reihe,150000,11,benzin,bmw,nein
11652,18990,kombi,2010,automatik,240,a6,150000,11,diesel,audi,nein
11653,16700,bus,2011,manuell,105,touran,70000,11,diesel,volkswagen,nein
11654,15500,kombi,2011,manuell,143,a4,125000,1,diesel,audi,nein
11655,21300,kombi,2014,manuell,114,andere,40000,3,diesel,nissan,nein
11656,26300,limousine,2015,manuell,184,golf,20000,3,diesel,volkswagen,nein
11657,13000,cabrio,2006,automatik,163,slk,80000,11,benzin,mercedes_benz,nein
11658,10900,kombi,2006,automatik,234,a6,150000,8,diesel,audi,nein
11659,28000,limousine,2012,automatik,245,a6,150000,1,diesel,audi,nein
11660,13000,bus,2011,manuell,125,andere,60000,3,benzin,ford,nein
11661,11000,limousine,2003,automatik,306,s_klasse,150000,12,benzin,mercedes_benz,nein
11662,11990,limousine,2012,manuell,105,golf,100000,3,diesel,volkswagen,nein
11663,18900,bus,2006,automatik,174,transporter,150000,4,diesel,volkswagen,nein
11664,10200,limousine,2008,automatik,170,c_klasse,150000,3,diesel,mercedes_benz,nein
11665,11900,limousine,2011,manuell,105,a3,50000,7,benzin,audi,nein
11666,13000,limousine,2010,manuell,260,golf,150000,3,benzin,volkswagen,nein
11667,17000,kombi,2012,manuell,140,touran,50000,10,diesel,volkswagen,nein
11668,19200,limousine,2009,manuell,245,3er,80000,3,diesel,bmw,nein
11669,14800,coupe,2009,automatik,200,scirocco,70000,8,benzin,volkswagen,nein
11670,27250,cabrio,2013,automatik,211,tt,40000,5,benzin,audi,nein
11671,27950,limousine,2011,automatik,245,a6,100000,11,diesel,audi,nein
11672,13500,bus,2010,manuell,102,transporter,150000,6,diesel,volkswagen,nein
11673,17400,kombi,2008,manuell,265,a4,150000,6,benzin,audi,nein
11674,24000,suv,2009,automatik,239,q7,150000,5,diesel,audi,nein
11675,10500,kombi,2009,manuell,145,mondeo,80000,12,benzin,ford,nein
11676,13900,kombi,2006,manuell,258,3er,125000,4,benzin,bmw,nein
11677,16300,suv,2012,manuell,140,yeti,60000,8,diesel,skoda,nein
11678,34950,bus,2014,automatik,140,sharan,20000,12,diesel,volkswagen,nein
11679,12899,coupe,2008,automatik,197,3er,150000,3,diesel,bmw,nein
11680,36500,coupe,2015,automatik,230,tt,20000,3,benzin,audi,nein
11681,18450,limousine,2015,manuell,150,leon,40000,1,benzin,seat,nein
11682,12500,cabrio,2002,manuell,143,3er,125000,4,benzin,bmw,nein
11683,23500,cabrio,2012,automatik,245,z_reihe,60000,6,benzin,bmw,ja
11684,34999,bus,2016,manuell,150,alhambra,5000,3,diesel,seat,nein
11685,11500,limousine,2005,automatik,272,5er,80000,6,diesel,bmw,nein
11686,14699,kombi,2015,manuell,110,fabia,20000,4,benzin,skoda,nein
11687,20500,kombi,2010,automatik,290,a6,150000,7,benzin,audi,nein
11688,23500,coupe,2009,automatik,231,e_klasse,50000,2,diesel,mercedes_benz,nein
11689,17000,suv,2003,manuell,139,discovery,150000,12,diesel,land_rover,nein
11690,28700,limousine,2014,manuell,230,golf,30000,7,benzin,volkswagen,nein
11691,14500,limousine,2006,automatik,272,x_reihe,100000,9,benzin,bmw,nein
11692,14500,kombi,2009,manuell,170,c_klasse,150000,8,diesel,mercedes_benz,nein
11693,14890,kombi,2010,automatik,143,a4,125000,8,diesel,audi,nein
11694,21000,limousine,2008,automatik,239,q7,150000,6,diesel,audi,nein
11695,11900,kombi,2010,manuell,110,passat,150000,9,diesel,volkswagen,nein
11696,20890,cabrio,2012,manuell,140,golf,70000,4,diesel,volkswagen,nein
11697,13950,kombi,2010,manuell,140,superb,90000,10,diesel,skoda,nein
11698,13500,cabrio,2001,manuell,220,boxster,125000,7,benzin,porsche,nein
11699,20850,kombi,2011,automatik,170,passat,60000,7,diesel,volkswagen,nein
11700,94999,coupe,2009,automatik,500,911,60000,10,benzin,porsche,nein
11701,16900,cabrio,2005,automatik,306,sl,150000,7,benzin,mercedes_benz,nein
11702,13700,limousine,2015,manuell,116,astra,10000,2,benzin,opel,nein
11703,11000,suv,2008,manuell,140,tiguan,150000,6,diesel,volkswagen,nein
11704,91900,cabrio,2011,manuell,408,911,40000,2,benzin,porsche,nein
11705,10500,limousine,2009,manuell,160,golf,100000,4,benzin,volkswagen,nein
11706,12500,limousine,2010,manuell,143,x_reihe,150000,4,diesel,bmw,nein
11707,10400,suv,2006,manuell,165,x_trail,80000,3,benzin,nissan,nein
11708,10800,cabrio,2006,manuell,163,andere,150000,1,benzin,audi,nein
11709,15490,coupe,2012,manuell,156,andere,50000,5,benzin,peugeot,nein
11710,11500,cabrio,2004,manuell,163,clk,90000,1,benzin,mercedes_benz,nein
11711,37499,limousine,2010,automatik,299,andere,150000,10,benzin,porsche,nein
11712,21690,coupe,2012,automatik,184,3er,100000,2,diesel,bmw,nein
11713,13550,kombi,2007,manuell,140,a4,90000,5,diesel,audi,nein
11714,17400,coupe,2006,manuell,265,z_reihe,80000,8,benzin,bmw,nein
11715,20900,limousine,2014,manuell,122,a_klasse,10000,12,benzin,mercedes_benz,nein
11716,32500,suv,2014,automatik,140,q3,30000,7,diesel,audi,nein
11717,27000,limousine,2010,automatik,400,andere,80000,3,benzin,porsche,nein
11718,13999,limousine,2010,manuell,163,3er,125000,10,diesel,bmw,nein
11719,12899,limousine,2010,automatik,136,auris,90000,9,hybrid,toyota,nein
11720,13000,coupe,2008,automatik,190,a5,150000,4,diesel,audi,nein
11721,31900,limousine,1954,manuell,140,kaefer,20000,7,benzin,volkswagen,nein
11722,14111,limousine,2010,manuell,160,a3,90000,5,benzin,audi,nein
11723,24800,cabrio,2010,manuell,170,a5,90000,5,diesel,audi,nein
11724,29750,limousine,2014,automatik,230,golf,20000,8,benzin,volkswagen,nein
11725,10000,bus,2008,manuell,140,b_klasse,125000,7,diesel,mercedes_benz,nein
11726,14800,cabrio,2011,manuell,126,mx_reihe,40000,3,benzin,mazda,nein
11727,54980,suv,2013,automatik,258,gl,30000,6,diesel,mercedes_benz,nein
11728,10800,suv,2007,manuell,129,grand,60000,7,diesel,suzuki,nein
11729,11800,limousine,2007,manuell,241,golf,100000,3,benzin,volkswagen,nein
11730,33990,limousine,2015,manuell,184,a3,20000,3,diesel,audi,nein
11731,59990,coupe,2006,automatik,480,911,90000,12,benzin,porsche,nein
11732,10900,kombi,2006,automatik,250,a3,150000,7,benzin,audi,nein
11733,19998,kombi,2012,automatik,204,a6,150000,6,diesel,audi,nein
11734,13800,bus,2009,manuell,116,vito,150000,5,diesel,mercedes_benz,nein
11735,19995,suv,2012,automatik,184,antara,40000,6,diesel,opel,nein
11736,15800,cabrio,2009,manuell,143,1er,60000,5,benzin,bmw,nein
11737,23000,limousine,2011,automatik,245,5er,150000,1,diesel,bmw,nein
11738,13000,cabrio,2003,manuell,231,z_reihe,150000,6,benzin,bmw,nein
11739,13800,limousine,2009,manuell,170,3er,100000,7,benzin,bmw,nein
11740,16200,limousine,2013,manuell,109,a_klasse,80000,2,diesel,mercedes_benz,nein
11741,13900,coupe,2013,automatik,110,megane,70000,4,diesel,renault,nein
11742,19500,suv,2012,manuell,140,tiguan,60000,7,diesel,volkswagen,nein
11743,13000,limousine,2008,automatik,143,a4,125000,7,diesel,audi,nein
11744,16200,kleinwagen,2016,automatik,114,andere,5000,4,benzin,renault,nein
11745,33000,cabrio,2012,automatik,204,e_klasse,30000,7,benzin,mercedes_benz,nein
11746,11800,cabrio,2005,manuell,211,cooper,100000,12,benzin,mini,nein
11747,13990,limousine,1994,automatik,241,andere,150000,11,benzin,jaguar,nein
11748,31500,coupe,1995,automatik,326,andere,90000,8,benzin,bmw,nein
11749,14500,limousine,2014,manuell,141,civic,40000,2,benzin,honda,nein
11750,16990,cabrio,1987,manuell,170,3er,150000,6,benzin,bmw,nein
11751,16799,suv,2007,automatik,224,m_klasse,150000,4,diesel,mercedes_benz,nein
11752,13999,bus,2013,manuell,105,golf,50000,3,diesel,volkswagen,nein
11753,17799,limousine,2011,manuell,170,golf,50000,12,diesel,volkswagen,nein
11754,16900,coupe,2007,automatik,292,andere,150000,10,benzin,mercedes_benz,nein
11755,25900,cabrio,2007,manuell,295,boxster,80000,1,benzin,porsche,nein
11756,12500,limousine,2009,manuell,220,mondeo,125000,9,benzin,ford,nein
11757,20990,coupe,2013,manuell,140,cc,60000,9,diesel,volkswagen,nein
11758,15950,bus,2012,manuell,131,andere,40000,4,diesel,renault,nein
11759,13500,limousine,2014,manuell,100,fiesta,20000,7,benzin,ford,nein
11760,19250,kombi,2011,automatik,170,c_klasse,125000,12,diesel,mercedes_benz,nein
11761,14500,limousine,2011,manuell,140,andere,60000,1,diesel,alfa_romeo,nein
11762,26500,suv,2013,automatik,265,glk,150000,10,diesel,mercedes_benz,nein
11763,11999,kombi,2009,manuell,105,a3,80000,6,diesel,audi,nein
11764,15999,kombi,2012,automatik,204,a4,150000,8,diesel,audi,nein
11765,46280,cabrio,2015,automatik,184,andere,20000,6,diesel,bmw,nein
11766,13900,kombi,2002,automatik,354,c_klasse,70000,9,benzin,mercedes_benz,nein
11767,26650,limousine,2011,automatik,245,5er,125000,3,diesel,bmw,nein
11768,10900,kleinwagen,2011,manuell,105,polo,70000,5,benzin,volkswagen,nein
11769,11000,limousine,2009,manuell,143,1er,125000,3,diesel,bmw,nein
11770,10990,limousine,2012,manuell,105,golf,70000,3,diesel,volkswagen,nein
11771,33999,limousine,2013,automatik,306,3er,70000,6,benzin,bmw,nein
11772,13800,limousine,2008,automatik,235,5er,150000,10,diesel,bmw,nein
11773,17990,bus,2006,automatik,174,transporter,150000,5,diesel,volkswagen,nein
11774,10900,coupe,2011,manuell,122,scirocco,100000,5,benzin,volkswagen,nein
11775,31950,limousine,2012,automatik,184,x_reihe,90000,12,diesel,bmw,nein
11776,10000,cabrio,2003,automatik,343,m_reihe,150000,3,benzin,bmw,nein
11777,24990,cabrio,2007,automatik,360,slk,90000,5,benzin,mercedes_benz,nein
11778,14750,kombi,2010,automatik,156,c_klasse,80000,3,benzin,mercedes_benz,nein
11779,14900,suv,2010,manuell,160,freelander,125000,3,diesel,land_rover,nein
11780,12999,kombi,2011,manuell,122,passat,60000,6,benzin,volkswagen,nein
11781,16900,limousine,2009,automatik,204,c_klasse,100000,10,diesel,mercedes_benz,nein
11782,13500,suv,2009,manuell,140,tiguan,150000,5,diesel,volkswagen,nein
11783,15500,limousine,2013,manuell,124,auris,50000,2,diesel,toyota,nein
11784,13999,limousine,2008,automatik,310,golf,150000,1,benzin,volkswagen,nein
11785,50000,kombi,2012,automatik,313,andere,50000,12,diesel,audi,nein
11786,10550,kombi,2012,manuell,140,focus,150000,6,diesel,ford,nein
11787,37900,kombi,2014,automatik,245,a6,20000,1,diesel,audi,nein
11788,11000,limousine,2010,automatik,143,1er,150000,4,diesel,bmw,nein
11789,16490,kombi,2009,manuell,205,v70,125000,10,diesel,volvo,nein
11790,11300,kombi,2013,manuell,110,i_reihe,70000,9,diesel,hyundai,nein
11791,12900,bus,2001,automatik,102,transporter,150000,9,diesel,volkswagen,ja
11792,10000,limousine,2009,automatik,160,golf,60000,7,benzin,volkswagen,nein
11793,11000,kleinwagen,2006,manuell,170,golf,90000,8,benzin,volkswagen,nein
11794,22500,coupe,2009,manuell,190,a5,100000,11,diesel,audi,nein
11795,37800,suv,2014,automatik,200,pajero,20000,9,diesel,mitsubishi,nein
11796,12990,limousine,2010,automatik,122,golf,60000,9,benzin,volkswagen,nein
11797,23550,kombi,2014,manuell,150,a3,30000,4,diesel,audi,nein
11798,13990,suv,2010,manuell,163,i_reihe,100000,8,lpg,hyundai,nein
11799,15555,suv,2010,manuell,163,kuga,90000,7,diesel,ford,nein
11800,11990,kombi,2011,manuell,140,passat,100000,11,diesel,volkswagen,nein
11801,19250,kombi,2012,manuell,160,a4,60000,1,benzin,audi,nein
11802,16900,kombi,2011,automatik,184,3er,90000,12,diesel,bmw,nein
11803,12950,suv,2009,automatik,235,x_reihe,150000,5,diesel,bmw,nein
11804,17000,coupe,2011,automatik,184,3er,125000,11,diesel,bmw,nein
11805,22800,kleinwagen,2015,manuell,192,polo,20000,7,benzin,volkswagen,nein
11806,10500,suv,2009,manuell,150,qashqai,125000,9,diesel,nissan,nein
11807,23500,limousine,2010,automatik,351,a8,150000,5,diesel,audi,nein
11808,18200,limousine,2011,manuell,170,3er,50000,5,benzin,bmw,nein
11809,12999,cabrio,2007,manuell,185,spider,50000,2,benzin,alfa_romeo,nein
11810,18500,bus,2011,manuell,102,transporter,125000,10,diesel,volkswagen,nein
11811,11500,bus,2001,manuell,151,transporter,150000,12,diesel,volkswagen,nein
11812,31800,coupe,2013,automatik,170,andere,40000,12,diesel,mercedes_benz,nein
11813,17150,kombi,2010,manuell,160,a3,50000,11,benzin,audi,nein
11814,22000,kombi,2011,automatik,170,e_klasse,70000,3,diesel,mercedes_benz,nein
11815,12500,kombi,2003,automatik,340,andere,150000,3,lpg,audi,nein
11816,14500,bus,2001,automatik,102,transporter,150000,12,diesel,volkswagen,nein
11817,15900,limousine,2009,automatik,190,a6,150000,9,diesel,audi,nein
11818,23000,bus,2014,manuell,150,andere,30000,10,diesel,bmw,ja
11819,10500,limousine,2007,manuell,177,1er,150000,3,diesel,bmw,nein
11820,15500,limousine,2009,manuell,197,3er,125000,4,diesel,bmw,nein
11821,12999,cabrio,2005,manuell,163,slk,150000,10,benzin,mercedes_benz,nein
11822,12500,kombi,2010,manuell,136,v70,125000,5,diesel,volvo,nein
11823,10500,kombi,2008,manuell,156,accord,100000,8,lpg,honda,nein
11824,11500,limousine,2008,manuell,102,a3,80000,4,benzin,audi,nein
11825,24900,coupe,2007,automatik,245,andere,60000,10,benzin,porsche,nein
11826,13300,limousine,2005,automatik,329,7er,150000,10,diesel,bmw,nein
11827,40990,bus,2013,manuell,140,transporter,20000,4,diesel,volkswagen,nein
11828,29333,limousine,2014,automatik,150,a3,20000,9,benzin,audi,nein
11829,35500,kombi,2014,automatik,190,a6,40000,5,diesel,audi,nein
11830,16700,limousine,2007,automatik,231,7er,150000,7,diesel,bmw,nein
11831,12450,limousine,2006,automatik,367,5er,150000,5,benzin,bmw,nein
11832,12500,limousine,2009,manuell,114,qashqai,60000,3,benzin,nissan,nein
11833,13000,cabrio,1996,automatik,231,sl,125000,6,benzin,mercedes_benz,nein
11834,11490,kombi,2009,manuell,120,cooper,40000,12,benzin,mini,nein
11835,22450,kombi,2013,automatik,136,vito,90000,9,diesel,mercedes_benz,nein
11836,19490,limousine,2014,manuell,150,golf,20000,9,diesel,volkswagen,nein
11837,16999,limousine,2012,manuell,179,astra,50000,5,benzin,opel,nein
11838,12590,bus,2010,manuell,120,berlingo,40000,11,benzin,citroen,nein
11839,28900,bus,2009,automatik,150,viano,40000,1,diesel,mercedes_benz,nein
11840,32900,suv,2016,automatik,190,x_reihe,10000,3,diesel,bmw,nein
11841,22900,kombi,2011,automatik,239,andere,150000,8,diesel,audi,nein
11842,16999,kombi,2011,automatik,239,a6,150000,4,diesel,audi,nein
11843,12900,bus,2011,manuell,105,touran,90000,3,diesel,volkswagen,nein
11844,28900,limousine,2010,automatik,320,s_klasse,150000,7,diesel,mercedes_benz,nein
11845,18999,suv,2010,automatik,239,touareg,150000,7,diesel,volkswagen,nein
11846,13999,limousine,2011,manuell,143,1er,70000,2,diesel,bmw,nein
11847,14250,cabrio,2005,manuell,163,slk,150000,6,benzin,mercedes_benz,nein
11848,12999,cabrio,2014,manuell,105,500,20000,10,benzin,fiat,nein
11849,14000,limousine,2014,manuell,150,golf,60000,5,diesel,volkswagen,nein
11850,25800,bus,2011,automatik,265,andere,125000,11,diesel,mercedes_benz,nein
11851,34850,limousine,2011,automatik,245,a6,70000,4,diesel,audi,nein
11852,29899,suv,2010,automatik,340,touareg,150000,7,diesel,volkswagen,nein
11853,14999,coupe,2007,manuell,264,tt,150000,6,benzin,audi,nein
11854,12699,kombi,2010,automatik,190,a4,150000,11,diesel,audi,nein
11855,24999,limousine,2012,manuell,245,5er,125000,1,diesel,bmw,nein
11856,19900,coupe,2009,automatik,231,e_klasse,150000,9,diesel,mercedes_benz,nein
11857,19500,limousine,2012,manuell,205,golf,60000,1,diesel,volkswagen,nein
11858,27777,limousine,2006,automatik,387,s_klasse,150000,2,benzin,mercedes_benz,nein
11859,16990,bus,2013,manuell,160,tiguan,60000,3,benzin,volkswagen,nein
11860,15300,cabrio,2012,manuell,105,golf,40000,2,benzin,volkswagen,nein
11861,17900,coupe,2008,manuell,239,a5,150000,9,diesel,audi,nein
11862,11800,bus,2011,automatik,170,sharan,150000,7,diesel,volkswagen,ja
11863,10500,kleinwagen,2011,manuell,105,a1,150000,5,diesel,audi,nein
11864,29500,limousine,2015,manuell,179,a3,20000,4,benzin,audi,nein
11865,10000,limousine,1967,manuell,120,andere,150000,2,benzin,mercedes_benz,nein
11866,19800,suv,1978,manuell,135,andere,125000,6,benzin,toyota,nein
11867,27500,coupe,1986,manuell,360,80,5000,3,benzin,audi,nein
11868,13850,cabrio,2008,manuell,170,cooper,50000,3,benzin,mini,nein
11869,13900,limousine,2008,automatik,232,a8,150000,5,diesel,audi,nein
11870,19500,cabrio,2007,manuell,218,3er,80000,6,benzin,bmw,nein
11871,14400,cabrio,2009,manuell,143,1er,90000,7,benzin,bmw,nein
11872,22300,limousine,2014,automatik,156,e_klasse,100000,2,cng,mercedes_benz,nein
11873,23000,cabrio,2014,automatik,122,cooper,30000,3,benzin,mini,nein
11874,26725,cabrio,2015,manuell,140,beetle,20000,1,diesel,volkswagen,nein
11875,20900,kombi,2010,manuell,272,3er,70000,9,benzin,bmw,nein
11876,13950,kombi,2012,manuell,143,3er,125000,5,diesel,bmw,nein
11877,10344,kleinwagen,2010,automatik,179,ibiza,125000,4,benzin,seat,nein
11878,33900,kombi,2014,automatik,204,a6,40000,9,diesel,audi,nein
11879,32700,coupe,2015,automatik,156,andere,10000,1,benzin,mercedes_benz,nein
11880,13500,coupe,2010,manuell,122,scirocco,40000,1,benzin,volkswagen,nein
11881,17500,limousine,2012,manuell,140,a3,60000,7,diesel,audi,nein
11882,26500,limousine,2014,automatik,230,golf,40000,2,benzin,volkswagen,nein
11883,16000,suv,2011,manuell,178,andere,80000,4,diesel,mitsubishi,nein
11884,17485,suv,2011,manuell,197,sorento,100000,5,diesel,kia,nein
11885,16500,bus,2012,automatik,140,touran,70000,3,benzin,volkswagen,nein
11886,18990,bus,2012,manuell,140,andere,60000,5,benzin,opel,nein
11887,10699,kombi,2006,manuell,131,a4,50000,5,benzin,audi,nein
11888,13000,limousine,2011,manuell,140,golf,80000,10,diesel,volkswagen,nein
11889,32900,limousine,2011,automatik,265,cl,60000,5,diesel,mercedes_benz,nein
11890,15699,limousine,2009,automatik,231,e_klasse,150000,10,diesel,mercedes_benz,nein
11891,10999,limousine,2007,manuell,226,focus,125000,9,benzin,ford,nein
11892,41900,coupe,1991,manuell,273,andere,150000,8,benzin,honda,nein
11893,28600,bus,2014,automatik,163,viano,50000,6,diesel,mercedes_benz,nein
11894,15000,limousine,2006,automatik,435,andere,150000,11,benzin,audi,nein
11895,22500,suv,2015,manuell,122,tiguan,30000,1,benzin,volkswagen,nein
11896,12990,cabrio,2012,manuell,105,golf,50000,1,benzin,volkswagen,nein
11897,24900,cabrio,2003,manuell,260,boxster,20000,7,benzin,porsche,nein
11898,18900,kombi,2013,manuell,160,passat,30000,7,benzin,volkswagen,nein
11899,13250,kombi,2014,automatik,258,santa,40000,4,benzin,hyundai,nein
11900,14999,cabrio,2007,manuell,163,slk,125000,12,benzin,mercedes_benz,nein
11901,10490,limousine,2014,manuell,110,qashqai,150000,1,diesel,nissan,nein
11902,20500,coupe,2007,automatik,351,tt,125000,8,benzin,audi,nein
11903,11500,limousine,2008,manuell,122,golf,80000,5,benzin,volkswagen,nein
11904,28900,suv,2008,automatik,286,x_reihe,150000,10,diesel,bmw,nein
11905,13900,limousine,2007,automatik,231,5er,150000,8,diesel,bmw,nein
11906,11500,limousine,2004,manuell,177,5er,150000,12,diesel,bmw,nein
11907,17900,limousine,2008,automatik,235,s_klasse,150000,3,diesel,mercedes_benz,nein
11908,10900,kombi,2009,manuell,239,a4,150000,11,diesel,audi,nein
11909,13500,coupe,2009,manuell,241,scirocco,100000,7,benzin,volkswagen,nein
11910,14975,bus,2014,manuell,125,c_max,30000,7,benzin,ford,nein
